9.867584973003248550e+00,2.178722149928190177e+01,2.011315663107964724e+01,1.589242931157339633e+01,1.918062724544295605e+01
-9.357452489308080601e+00,-1.500590741394941396e+01,-1.049865190528677061e+01,-8.608219935680649471e+00,-7.057451706182286344e+00
-1.570467900616511869e+01,-1.786791747275372444e+01,-1.347552041828615188e+01,-1.689700865750999981e+01,-1.344389019650309258e+01
2.119918775545245637e+01,2.255575577592528091e+01,1.863415176634167736e+01,2.066643358582713930e+01,1.745557955228756342e+01
1.122680186338008497e+02,9.787333267631338174e+01,6.813940047902315200e+01,1.647790713598184311e+02,9.151955417906290791e+01
1.035877885474564053e+01,2.282822657869541771e+01,1.775452066620578861e+01,1.517425139149264623e+01,1.783150469648376557e+01
-3.828197368707038351e+01,-3.376760766578217243e+01,2.403242116260478767e+01,-4.003107682573102011e+01,5.095048591137052441e+00
6.157258100115411992e+01,5.046121919219494600e+01,4.736187654372285749e+01,1.363396223566678600e+02,1.343876997767038688e+02
-3.950408392838085803e+01,-3.362125589681649984e+01,2.584294845756869563e+01,-3.807806920865406397e+01,5.756724808229094492e+00
9.173537340438716114e+01,1.043672295523677747e+02,9.517943049961604629e+01,1.407088106738756323e+02,1.505283271864759627e+02
9.950024764772239294e+00,2.137302413062478124e+01,1.737569927206045506e+01,1.567940391931540489e+01,1.762432363333959984e+01
3.307105555577279432e+01,3.925913414444170968e+01,2.368386890036788373e+00,1.129840347472394910e+02,1.177146403458562816e+02
1.004417825810050147e+01,2.267387068768342218e+01,1.709145991274632337e+01,1.602140200011777438e+01,2.018170669521756366e+01
-3.968058687272701235e+01,-3.289464283768185027e+01,2.445959518334052518e+01,-3.788665446024112526e+01,6.274374341424259427e+00
-3.868179385855734864e+01,-3.233440848487977348e+01,2.509940927210215023e+01,-3.838165159193194853e+01,7.794931771373267537e+00
1.092774955552751059e+01,2.401230047180661842e+01,2.019462699630244629e+01,1.667736871201161719e+01,1.585596956781415301e+01
-1.580538798080506524e+01,-4.097761760230420691e+01,-4.970670238548439812e+01,4.280454648796189332e+01,1.335061018359786544e+01
6.124409477691319381e+00,3.315825793283794809e+01,4.383366863479421482e+01,9.858724091355628616e+01,1.205632423670949009e+02
1.145895614122204620e+01,2.199027491333996309e+01,1.733050639874468146e+01,1.491997971728205918e+01,1.862945351594703070e+01
-1.696101953973232668e+01,-6.988612230998327846e-01,-4.515599690607922412e+01,7.557858828255004369e+01,3.108508099344477671e+01
